Line,Conference,Team,Year,NCAA,Sagarin Rank,Sagarin Rating,RPI,Games,FGM,FGA,3FGM,3FGA,FTM,FTA,OREB,DREB,PF,Assists,TO,Blocks,Steals,Points,O-FGM,O-FGA,O-3FGM,O-3FGA,O-FTM,O-FTA,O-OREB,O-DREB,O-PF,O-Assists,O-TO,O-Blocks,O-Steals,O-Points,FGMPerGame,FGAPerGame,3FGMPerGame,3FGAPerGame,FTMPerGame,FTAPerGame,OREBPerGame,DREBPerGame,PFPerGame,AssistsPerGame,TOPerGame,BlocksPerGame,StealsPerGame,PointsPerGame,O-FGMPerGame,O-FGAPerGame,O-3FGMPerGame,O-3FGAPerGame,O-FTMPerGame,O-FTAPerGame,O-OREBPerGame,O-DREBPerGame,O-PFPerGame,O-AssistsPerGame,O-TOPerGame,O-BlocksPerGame,O-StealsPerGame,O-PointsPerGame,AssistsTORatio,PossessionsPerGame,O-PossessionsPerGame
142,SEC,Mississippi,2011,0,77,79.03,0.5525,34,868,1964,260,740,517,684,418,811,638,415,435,180,180,2513,803,1889,212,607,532,740,378,766,611,480,441,115,203,2350,25.52941176,57.76470588,7.647058824,21.76470588,15.20588235,20.11764706,12.29411765,23.85294118,18.76470588,12.20588235,12.79411765,5.294117647,5.294117647,73.91176471,23.61764706,55.55882353,6.235294118,17.85294118,15.64705882,21.76470588,11.11764706,22.52941176,17.97058824,14.11764706,12.97058824,3.382352941,5.970588235,69.11764706,0.954022989,65.10776471,65.04
143,SEC,Mississippi State,2011,0,124,75.33,0.526,31,739,1701,246,680,441,610,306,813,471,393,413,129,163,2165,799,1917,232,689,347,523,389,752,544,359,339,91,207,2177,23.83870968,54.87096774,7.935483871,21.93548387,14.22580645,19.67741935,9.870967742,26.22580645,15.19354839,12.67741935,13.32258065,4.161290323,5.258064516,69.83870968,25.77419355,61.83870968,7.483870968,22.22580645,11.19354839,16.87096774,12.5483871,24.25806452,17.5483871,11.58064516,10.93548387,2.935483871,6.677419355,70.22580645,0.95157385,64.96258065,65.50993548
144,SEC,South Carolina,2011,0,116,75.84,0.5148,30,741,1878,207,662,338,510,441,703,562,327,402,186,208,2027,716,1690,179,511,459,667,377,762,470,386,445,98,172,2070,24.7,62.6,6.9,22.06666667,11.26666667,17,14.7,23.43333333,18.73333333,10.9,13.4,6.2,6.933333333,67.56666667,23.86666667,56.33333333,5.966666667,17.03333333,15.3,22.23333333,12.56666667,25.4,15.66666667,12.86666667,14.83333333,3.266666667,5.733333333,69,0.813432836,66.6,66.3944
145,SEC,Tennessee,2011,1,59,81.31,0.5906,34,837,1941,175,583,527,770,464,815,662,443,454,126,250,2376,785,1878,230,692,496,704,388,765,649,414,476,140,228,2296,24.61764706,57.08823529,5.147058824,17.14705882,15.5,22.64705882,13.64705882,23.97058824,19.47058824,13.02941176,13.35294118,3.705882353,7.352941176,69.88235294,23.08823529,55.23529412,6.764705882,20.35294118,14.58823529,20.70588235,11.41176471,22.5,19.08823529,12.17647059,14,4.117647059,6.705882353,67.52941176,0.975770925,64.84941176,64.95247059
146,SEC,Vanderbilt,2011,1,36,84.59,0.6049,34,848,1853,263,708,622,837,370,885,552,454,441,162,175,2581,848,2063,203,649,402,577,419,753,679,392,406,116,232,2301,24.94117647,54.5,7.735294118,20.82352941,18.29411765,24.61764706,10.88235294,26.02941176,16.23529412,13.35294118,12.97058824,4.764705882,5.147058824,75.91176471,24.94117647,60.67647059,5.970588235,19.08823529,11.82352941,16.97058824,12.32352941,22.14705882,19.97058824,11.52941176,11.94117647,3.411764706,6.823529412,67.67647059,1.029478458,65.55035294,65.62094118
147,ACC,Boston College,2010,0,71,79.5,0.524,31,798,1787,159,488,390,545,401,723,524,465,394,105,155,2145,766,1757,150,497,366,545,336,641,546,364,363,144,188,2048,25.74193548,57.64516129,5.129032258,15.74193548,12.58064516,17.58064516,12.93548387,23.32258065,16.90322581,15,12.70967742,3.387096774,5,69.19354839,24.70967742,56.67741935,4.838709677,16.03225806,11.80645161,17.58064516,10.83870968,20.67741935,17.61290323,11.74193548,11.70967742,4.64516129,6.064516129,66.06451613,1.180203046,63.13935484,63.26322581
148,ACC,Clemson,2010,1,27,85.5,0.5984,32,851,1878,216,631,432,654,420,758,564,453,480,151,301,2350,746,1768,148,503,425,626,381,731,587,384,551,100,263,2065,26.59375,58.6875,6.75,19.71875,13.5,20.4375,13.125,23.6875,17.625,14.15625,15,4.71875,9.40625,73.4375,23.3125,55.25,4.625,15.71875,13.28125,19.5625,11.90625,22.84375,18.34375,12,17.21875,3.125,8.21875,64.53125,0.94375,67.4595,67.0605
149,ACC,Duke,2010,1,1,95.75,0.6637,40,1044,2374,301,782,682,899,582,978,721,546,444,162,267,3079,883,2202,158,559,515,750,468,842,781,431,569,155,207,2439,26.1,59.35,7.525,19.55,17.05,22.475,14.55,24.45,18.025,13.65,11.1,4.05,6.675,76.975,22.075,55.05,3.95,13.975,12.875,18.75,11.7,21.05,19.525,10.775,14.225,3.875,5.175,60.975,1.22972973,63.9126,63.822
150,ACC,Florida State,2010,1,30,85.19,0.5903,32,783,1733,186,556,431,669,406,805,575,446,528,200,267,2183,660,1752,203,619,409,609,385,659,595,312,513,78,254,1932,24.46875,54.15625,5.8125,17.375,13.46875,20.90625,12.6875,25.15625,17.96875,13.9375,16.5,6.25,8.34375,68.21875,20.625,54.75,6.34375,19.34375,12.78125,19.03125,12.03125,20.59375,18.59375,9.75,16.03125,2.4375,7.9375,60.375,0.84469697,65.18325,65.07825
151,ACC,Georgia Tech,2010,1,29,85.45,0.5988,36,948,2064,213,587,512,779,477,953,670,508,591,190,288,2621,818,2129,240,762,489,734,482,777,687,472,547,113,284,2365,26.33333333,57.33333333,5.916666667,16.30555556,14.22222222,21.63888889,13.25,26.47222222,18.61111111,14.11111111,16.41666667,5.277777778,8,72.80555556,22.72222222,59.13888889,6.666666667,21.16666667,13.58333333,20.38888889,13.38888889,21.58333333,19.08333333,13.11111111,15.19444444,3.138888889,7.888888889,65.69444444,0.859560068,67.94733333,67.804
152,ACC,Maryland,2010,1,17,87.27,0.6118,33,966,2052,195,510,502,689,421,849,554,545,383,154,256,2629,808,2052,221,651,417,602,490,762,613,384,499,116,185,2254,29.27272727,62.18181818,5.909090909,15.45454545,15.21212121,20.87878788,12.75757576,25.72727273,16.78787879,16.51515152,11.60606061,4.666666667,7.757575758,79.66666667,24.48484848,62.18181818,6.696969697,19.72727273,12.63636364,18.24242424,14.84848485,23.09090909,18.57575758,11.63636364,15.12121212,3.515151515,5.606060606,68.3030303,1.422976501,68.10981818,68.27490909
153,ACC,Miami,2010,0,58,81.91,0.5402,33,843,1820,245,670,459,677,385,801,573,461,464,146,229,2390,737,1813,210,635,452,645,371,711,584,417,448,105,239,2136,25.54545455,55.15151515,7.424242424,20.3030303,13.90909091,20.51515152,11.66666667,24.27272727,17.36363636,13.96969697,14.06060606,4.424242424,6.939393939,72.42424242,22.33333333,54.93939394,6.363636364,19.24242424,13.6969697,19.54545455,11.24242424,21.54545455,17.6969697,12.63636364,13.57575758,3.181818182,7.242424242,64.72727273,0.993534483,64.59854545,63.89454545
154,ACC,NC State,2010,0,66,80.54,0.541,36,857,1975,193,580,491,723,411,846,653,483,472,154,234,2398,841,1990,162,524,478,728,444,834,654,410,474,134,260,2322,23.80555556,54.86111111,5.361111111,16.11111111,13.63888889,20.08333333,11.41666667,23.5,18.13888889,13.41666667,13.11111111,4.277777778,6.5,66.61111111,23.36111111,55.27777778,4.5,14.55555556,13.27777778,20.22222222,12.33333333,23.16666667,18.16666667,11.38888889,13.16666667,3.722222222,7.222222222,64.5,1.023305085,63.45133333,63.088
155,ACC,North Carolina,2010,0,47,83.02,0.544,37,1012,2294,176,535,558,854,558,995,564,576,562,209,250,2758,984,2389,284,829,409,585,484,870,713,536,508,168,318,2661,27.35135135,62,4.756756757,14.45945946,15.08108108,23.08108108,15.08108108,26.89189189,15.24324324,15.56756757,15.18918919,5.648648649,6.756756757,74.54054054,26.59459459,64.56756757,7.675675676,22.40540541,11.05405405,15.81081081,13.08108108,23.51351351,19.27027027,14.48648649,13.72972973,4.540540541,8.594594595,71.91891892,1.024911032,70.14875676,69.8172973
156,ACC,Virginia,2010,0,78,79.05,0.5219,31,733,1720,177,507,386,516,318,735,510,403,333,81,190,2029,732,1678,180,512,327,512,298,740,497,354,369,107,157,1971,23.64516129,55.48387097,5.709677419,16.35483871,12.4516129,16.64516129,10.25806452,23.70967742,16.4516129,13,10.74193548,2.612903226,6.129032258,65.4516129,23.61290323,54.12903226,5.806451613,16.51612903,10.5483871,16.51612903,9.612903226,23.87096774,16.03225806,11.41935484,11.90322581,3.451612903,5.064516129,63.58064516,1.21021021,61.31922581,61.69393548
157,ACC,Virginia Tech,2010,0,39,83.93,0.5732,34,851,1994,157,511,614,856,443,835,637,414,419,158,237,2473,778,1949,182,607,477,685,430,801,714,423,525,151,172,2215,25.02941176,58.64705882,4.617647059,15.02941176,18.05882353,25.17647059,13.02941176,24.55882353,18.73529412,12.17647059,12.32352941,4.647058824,6.970588235,72.73529412,22.88235294,57.32352941,5.352941176,17.85294118,14.02941176,20.14705882,12.64705882,23.55882353,21,12.44117647,15.44117647,4.441176471,5.058823529,65.14705882,0.988066826,67.104,66.9
158,ACC,Wake Forest,2010,1,40,83.87,0.5939,31,811,1869,134,435,501,762,463,843,624,369,471,163,221,2257,738,1890,179,613,500,728,429,729,648,354,426,121,222,2155,26.16129032,60.29032258,4.322580645,14.03225806,16.16129032,24.58064516,14.93548387,27.19354839,20.12903226,11.90322581,15.19354839,5.258064516,7.129032258,72.80645161,23.80645161,60.96774194,5.774193548,19.77419355,16.12903226,23.48387097,13.83870968,23.51612903,20.90322581,11.41935484,13.74193548,3.903225806,7.161290323,69.51612903,0.78343949,69.33522581,69.14477419
159,BIG 10,Illinois,2010,0,57,82.12,0.5596,36,957,2127,219,645,414,581,396,941,611,570,443,144,202,2547,838,2094,267,831,463,665,407,833,606,461,433,61,221,2406,26.58333333,59.08333333,6.083333333,17.91666667,11.5,16.13888889,11,26.13888889,16.97222222,15.83333333,12.30555556,4,5.611111111,70.75,23.27777778,58.16666667,7.416666667,23.08333333,12.86111111,18.47222222,11.30555556,23.13888889,16.83333333,12.80555556,12.02777778,1.694444444,6.138888889,66.83333333,1.286681716,65.33266667,64.95666667
160,BIG 10,Indiana,2010,0,173,71.6,0.4683,31,703,1688,160,469,487,705,395,694,636,375,486,107,211,2053,768,1731,186,564,493,712,387,715,628,441,435,161,220,2215,22.67741935,54.4516129,5.161290323,15.12903226,15.70967742,22.74193548,12.74193548,22.38709677,20.51612903,12.09677419,15.67741935,3.451612903,6.806451613,66.22580645,24.77419355,55.83870968,6,18.19354839,15.90322581,22.96774194,12.48387097,23.06451613,20.25806452,14.22580645,14.03225806,5.193548387,7.096774194,71.4516129,0.771604938,65.46193548,65.56490323
161,BIG 10,Iowa,2010,0,168,71.68,0.4746,32,675,1629,239,753,348,503,317,706,507,394,440,64,134,1937,778,1696,196,574,360,505,293,726,524,439,349,109,214,2112,21.09375,50.90625,7.46875,23.53125,10.875,15.71875,9.90625,22.0625,15.84375,12.3125,13.75,2,4.1875,60.53125,24.3125,53,6.125,17.9375,11.25,15.78125,9.15625,22.6875,16.375,13.71875,10.90625,3.40625,6.6875,66,0.895454545,59.72775,59.75625
162,BIG 10,Michigan,2010,0,87,78.42,0.5202,32,732,1758,227,760,368,509,320,670,468,456,326,68,223,2059,752,1698,177,553,289,428,349,764,513,430,452,97,165,1970,22.875,54.9375,7.09375,23.75,11.5,15.90625,10,20.9375,14.625,14.25,10.1875,2.125,6.96875,64.34375,23.5,53.0625,5.53125,17.28125,9.03125,13.375,10.90625,23.875,16.03125,13.4375,14.125,3.03125,5.15625,61.5625,1.398773006,60.17325,60.129
163,BIG 10,Michigan State,2010,1,13,87.59,0.6027,37,974,2068,187,543,523,764,487,939,666,606,514,123,242,2658,829,2043,248,755,455,642,373,736,651,462,459,94,243,2361,26.32432432,55.89189189,5.054054054,14.67567568,14.13513514,20.64864865,13.16216216,25.37837838,18,16.37837838,13.89189189,3.324324324,6.540540541,71.83783784,22.40540541,55.21621622,6.702702703,20.40540541,12.2972973,17.35135135,10.08108108,19.89189189,17.59459459,12.48648649,12.40540541,2.540540541,6.567567568,63.81081081,1.178988327,63.77254054,63.15113514
164,BIG 10,Minnesota,2010,1,43,83.62,0.5711,35,912,1949,246,617,463,661,383,854,579,583,441,199,273,2533,779,1946,250,734,434,638,413,765,614,459,496,92,230,2242,26.05714286,55.68571429,7.028571429,17.62857143,13.22857143,18.88571429,10.94285714,24.4,16.54285714,16.65714286,12.6,5.685714286,7.8,72.37142857,22.25714286,55.6,7.142857143,20.97142857,12.4,18.22857143,11.8,21.85714286,17.54285714,13.11428571,14.17142857,2.628571429,6.571428571,64.05714286,1.321995465,63.66102857,63.9648
165,BIG 10,Nebraska,2010,0,95,77.46,0.5133,33,768,1745,217,547,441,654,320,749,626,471,416,94,223,2194,725,1682,233,625,486,700,314,766,600,394,463,122,187,2169,23.27272727,52.87878788,6.575757576,16.57575758,13.36363636,19.81818182,9.696969697,22.6969697,18.96969697,14.27272727,12.60606061,2.848484848,6.757575758,66.48484848,21.96969697,50.96969697,7.060606061,18.93939394,14.72727273,21.21212121,9.515151515,23.21212121,18.18181818,11.93939394,14.03030303,3.696969697,5.666666667,65.72727273,1.132211538,62.59345455,62.93818182
166,BIG 10,Northwestern,2010,0,76,79.17,0.5268,34,789,1820,317,887,456,639,350,741,651,565,374,133,221,2351,746,1767,215,678,531,736,383,787,643,496,439,114,193,2238,23.20588235,53.52941176,9.323529412,26.08823529,13.41176471,18.79411765,10.29411765,21.79411765,19.14705882,16.61764706,11,3.911764706,6.5,69.14705882,21.94117647,51.97058824,6.323529412,19.94117647,15.61764706,21.64705882,11.26470588,23.14705882,18.91176471,14.58823529,12.91176471,3.352941176,5.676470588,65.82352941,1.510695187,60.636,61.344
167,BIG 10,Ohio State,2010,1,10,88.93,0.6128,37,983,1998,276,708,498,715,337,897,565,545,423,157,262,2740,826,2014,245,727,377,531,374,800,674,460,529,75,199,2274,26.56756757,54,7.459459459,19.13513514,13.45945946,19.32432432,9.108108108,24.24324324,15.27027027,14.72972973,11.43243243,4.243243243,7.081081081,74.05405405,22.32432432,54.43243243,6.621621622,19.64864865,10.18918919,14.35135135,10.10810811,21.62162162,18.21621622,12.43243243,14.2972973,2.027027027,5.378378378,61.45945946,1.288416076,62.88324324,62.82097297
168,BIG 10,Penn State,2010,0,131,74.58,0.4852,31,711,1633,208,607,383,542,301,755,503,410,360,54,142,2013,721,1655,230,634,333,482,258,699,527,415,315,105,181,2005,22.93548387,52.67741935,6.709677419,19.58064516,12.35483871,17.48387097,9.709677419,24.35483871,16.22580645,13.22580645,11.61290323,1.741935484,4.580645161,64.93548387,23.25806452,53.38709677,7.419354839,20.4516129,10.74193548,15.5483871,8.322580645,22.5483871,17,13.38709677,10.16129032,3.387096774,5.838709677,64.67741935,1.138888889,60.37006452,60.10683871
169,BIG 10,Purdue,2010,1,9,89.13,0.6228,35,867,1957,187,588,546,755,351,819,651,493,381,162,248,2467,737,1849,184,520,486,680,381,844,651,493,381,162,248,2467,24.77142857,55.91428571,5.342857143,16.8,15.6,21.57142857,10.02857143,23.4,18.6,14.08571429,10.88571429,4.628571429,7.085714286,70.48571429,21.05714286,52.82857143,5.257142857,14.85714286,13.88571429,19.42857143,10.88571429,24.11428571,18.6,14.08571429,10.88571429,4.628571429,7.085714286,70.48571429,1.293963255,64.33714286,59.57485714
170,BIG 10,Wisconsin,2010,1,14,87.4,0.614,33,776,1750,246,690,416,568,320,736,537,412,289,113,187,2214,673,1586,138,402,394,572,263,739,586,314,396,74,148,1878,23.51515152,53.03030303,7.454545455,20.90909091,12.60606061,17.21212121,9.696969697,22.3030303,16.27272727,12.48484848,8.757575758,3.424242424,5.666666667,67.09090909,20.39393939,48.06060606,4.181818182,12.18181818,11.93939394,17.33333333,7.96969697,22.39393939,17.75757576,9.515151515,12,2.242424242,4.484848485,56.90909091,1.425605536,57.856,57.91127273
171,BIG 12,Baylor,2010,1,7,89.76,0.6334,36,993,2040,255,662,530,731,443,964,639,509,491,242,237,2771,816,2136,249,749,481,708,470,708,660,471,435,85,217,2362,27.58333333,56.66666667,7.083333333,18.38888889,14.72222222,20.30555556,12.30555556,26.77777778,17.75,14.13888889,13.63888889,6.722222222,6.583333333,76.97222222,22.66666667,59.33333333,6.916666667,20.80555556,13.36111111,19.66666667,13.05555556,19.66666667,18.33333333,13.08333333,12.08333333,2.361111111,6.027777778,65.61111111,1.036659878,64.93933333,64.99466667
172,BIG 12,Iowa State,2010,0,73,79.35,0.5243,32,830,1873,209,561,454,691,388,839,504,455,443,156,170,2323,830,1978,210,628,384,537,387,787,586,396,403,100,236,2254,25.9375,58.53125,6.53125,17.53125,14.1875,21.59375,12.125,26.21875,15.75,14.21875,13.84375,4.875,5.3125,72.59375,25.9375,61.8125,6.5625,19.625,12,16.78125,12.09375,24.59375,18.3125,12.375,12.59375,3.125,7.375,70.4375,1.027088036,67.68675,67.47225
173,BIG 12,Kansas,2010,1,2,94.44,0.6878,36,1033,2111,262,648,609,871,468,989,658,609,470,232,301,2937,811,2142,229,691,461,672,460,751,718,447,502,133,234,2312,28.69444444,58.63888889,7.277777778,18,16.91666667,24.19444444,13,27.47222222,18.27777778,16.91666667,13.05555556,6.444444444,8.361111111,81.58333333,22.52777778,59.5,6.361111111,19.19444444,12.80555556,18.66666667,12.77777778,20.86111111,19.94444444,12.41666667,13.94444444,3.694444444,6.5,64.22222222,1.295744681,67.37933333,66.752
174,BIG 12,Kansas State,2010,1,6,90.57,0.6447,37,981,2182,253,703,734,1098,560,877,828,541,529,187,274,2949,853,2037,209,615,669,955,451,826,894,440,624,124,256,2584,26.51351351,58.97297297,6.837837838,19,19.83783784,29.67567568,15.13513514,23.7027027,22.37837838,14.62162162,14.2972973,5.054054054,7.405405405,79.7027027,23.05405405,55.05405405,5.648648649,16.62162162,18.08108108,25.81081081,12.18918919,22.32432432,24.16216216,11.89189189,16.86486486,3.351351351,6.918918919,69.83783784,1.02268431,69.34183784,69.11027027
175,BIG 12,Missouri,2010,1,20,86.42,0.5859,34,983,2145,245,669,537,727,425,772,689,558,431,171,329,2748,851,1943,197,577,536,775,439,827,647,460,614,96,198,2435,28.91176471,63.08823529,7.205882353,19.67647059,15.79411765,21.38235294,12.5,22.70588235,20.26470588,16.41176471,12.67647059,5.029411765,9.676470588,80.82352941,25.02941176,57.14705882,5.794117647,16.97058824,15.76470588,22.79411765,12.91176471,24.32352941,19.02941176,13.52941176,18.05882353,2.823529412,5.823529412,71.61764706,1.294663573,70.48447059,70.19647059
176,BIG 12,Oklahoma,2010,0,96,77.23,0.5242,31,766,1782,252,721,451,606,324,742,505,391,282,84,180,2235,829,1815,235,604,390,541,325,776,560,433,372,115,204,2283,24.70967742,57.48387097,8.129032258,23.25806452,14.5483871,19.5483871,10.4516129,23.93548387,16.29032258,12.61290323,9.096774194,2.709677419,5.806451613,72.09677419,26.74193548,58.5483871,7.580645161,19.48387097,12.58064516,17.4516129,10.48387097,25.03225806,18.06451613,13.96774194,12,3.709677419,6.580645161,73.64516129,1.386524823,62.79793548,65.61987097
177,BIG 12,Oklahoma State,2010,1,38,83.93,0.602,33,839,1861,274,784,485,679,327,842,664,413,418,84,214,2437,770,1835,227,628,476,682,326,796,618,380,440,97,189,2243,25.42424242,56.39393939,8.303030303,23.75757576,14.6969697,20.57575758,9.909090909,25.51515152,20.12121212,12.51515152,12.66666667,2.545454545,6.484848485,73.84848485,23.33333333,55.60606061,6.878787879,19.03030303,14.42424242,20.66666667,9.878787879,24.12121212,18.72727273,11.51515152,13.33333333,2.939393939,5.727272727,67.96969697,0.988038278,66.168,66.12218182
178,BIG 12,Texas,2010,1,19,87.12,0.6025,34,1005,2158,195,566,556,878,503,922,670,489,464,194,269,2761,843,2091,191,594,504,737,435,791,717,392,516,126,247,2381,29.55882353,63.47058824,5.735294118,16.64705882,16.35294118,25.82352941,14.79411765,27.11764706,19.70588235,14.38235294,13.64705882,5.705882353,7.911764706,81.20588235,24.79411765,61.5,5.617647059,17.47058824,14.82352941,21.67647059,12.79411765,23.26470588,21.08823529,11.52941176,15.17647059,3.705882353,7.264705882,70.02941176,1.05387931,71.60611765,71.21152941
179,BIG 12,Texas A&M,2010,1,16,87.28,0.6259,34,813,1846,210,626,590,892,400,852,619,417,417,113,223,2426,761,1854,206,617,464,660,357,803,746,411,473,148,217,2192,23.91176471,54.29411765,6.176470588,18.41176471,17.35294118,26.23529412,11.76470588,25.05882353,18.20588235,12.26470588,12.26470588,3.323529412,6.558823529,71.35294118,22.38235294,54.52941176,6.058823529,18.14705882,13.64705882,19.41176471,10.5,23.61764706,21.94117647,12.08823529,13.91176471,4.352941176,6.382352941,64.47058824,1,64.56564706,64.47529412
180,BIG 12,Texas Tech,2010,0,63,80.97,0.5622,35,922,2103,196,528,644,901,422,876,748,502,481,153,239,2684,915,2141,217,669,615,877,471,891,745,443,515,135,245,2662,26.34285714,60.08571429,5.6,15.08571429,18.4,25.74285714,12.05714286,25.02857143,21.37142857,14.34285714,13.74285714,4.371428571,6.828571429,76.68571429,26.14285714,61.17142857,6.2,19.11428571,17.57142857,25.05714286,13.45714286,25.45714286,21.28571429,12.65714286,14.71428571,3.857142857,7,76.05714286,1.043659044,71.03931429,71.35748571
181,BIG EAST,Cincinnati,2010,0,65,80.63,0.5698,35,890,2081,200,687,428,671,489,885,642,482,458,107,199,2408,807,1954,230,676,483,703,368,789,590,439,423,106,227,2327,25.42857143,59.45714286,5.714285714,19.62857143,12.22857143,19.17142857,13.97142857,25.28571429,18.34285714,13.77142857,13.08571429,3.057142857,5.685714286,68.8,23.05714286,55.82857143,6.571428571,19.31428571,13.8,20.08571429,10.51428571,22.54285714,16.85714286,12.54285714,12.08571429,3.028571429,6.485714286,66.48571429,1.052401747,64.97074286,64.26308571
182,BIG EAST,Connecticut,2010,0,60,81.4,0.57,34,842,1877,125,403,571,829,460,878,537,461,506,260,220,2380,834,2118,202,638,396,563,479,729,688,425,421,140,265,2266,24.76470588,55.20588235,3.676470588,11.85294118,16.79411765,24.38235294,13.52941176,25.82352941,15.79411765,13.55882353,14.88235294,7.647058824,6.470588235,70,24.52941176,62.29411765,5.941176471,18.76470588,11.64705882,16.55882353,14.08823529,21.44117647,20.23529412,12.5,12.38235294,4.117647059,7.794117647,66.64705882,0.911067194,65.41482353,65.71552941
183,BIG EAST,DePaul,2010,0,186,70.79,0.4732,31,704,1771,175,558,308,529,372,663,570,366,338,97,236,1891,724,1669,180,520,445,661,398,807,492,430,400,108,164,2073,22.70967742,57.12903226,5.64516129,18,9.935483871,17.06451613,12,21.38709677,18.38709677,11.80645161,10.90322581,3.129032258,7.612903226,61,23.35483871,53.83870968,5.806451613,16.77419355,14.35483871,21.32258065,12.83870968,26.03225806,15.87096774,13.87096774,12.90322581,3.483870968,5.290322581,66.87096774,1.082840237,61.5723871,61.47019355
184,BIG EAST,Georgetown,2010,1,21,86.34,0.6353,34,905,1815,212,548,478,672,333,799,579,524,473,161,237,2500,788,1890,216,646,454,632,380,673,627,447,445,132,246,2246,26.61764706,53.38235294,6.235294118,16.11764706,14.05882353,19.76470588,9.794117647,23.5,17.02941176,15.41176471,13.91176471,4.735294118,6.970588235,73.52941176,23.17647059,55.58823529,6.352941176,19,13.35294118,18.58823529,11.17647059,19.79411765,18.44117647,13.14705882,13.08823529,3.882352941,7.235294118,66.05882353,1.10782241,64.21270588,63.67623529
185,BIG EAST,Louisville,2010,1,52,82.68,0.5949,33,876,1960,262,777,491,700,478,739,663,511,453,135,258,2505,786,1833,205,590,527,751,432,724,645,444,505,70,217,2304,26.54545455,59.39393939,7.939393939,23.54545455,14.87878788,21.21212121,14.48484848,22.39393939,20.09090909,15.48484848,13.72727273,4.090909091,7.818181818,75.90909091,23.81818182,55.54545455,6.212121212,17.87878788,15.96969697,22.75757576,13.09090909,21.93939394,19.54545455,13.45454545,15.3030303,2.121212121,6.575757576,69.81818182,1.12803532,65.96363636,65.82472727
186,BIG EAST,Marquette,2010,1,36,84.47,0.5825,34,861,1890,274,664,489,660,343,728,580,516,353,72,269,2485,828,1841,173,532,369,542,358,758,584,467,488,126,191,2198,25.32352941,55.58823529,8.058823529,19.52941176,14.38235294,19.41176471,10.08823529,21.41176471,17.05882353,15.17647059,10.38235294,2.117647059,7.911764706,73.08823529,24.35294118,54.14705882,5.088235294,15.64705882,10.85294118,15.94117647,10.52941176,22.29411765,17.17647059,13.73529412,14.35294118,3.705882353,5.617647059,64.64705882,1.461756374,62.49882353,62.92094118
187,BIG EAST,Notre Dame,2010,1,50,82.87,0.5838,35,918,1953,261,673,538,744,402,848,530,585,362,104,194,2635,873,2008,233,668,414,558,372,756,633,487,361,117,209,2393,26.22857143,55.8,7.457142857,19.22857143,15.37142857,21.25714286,11.48571429,24.22857143,15.14285714,16.71428571,10.34285714,2.971428571,5.542857143,75.28571429,24.94285714,57.37142857,6.657142857,19.08571429,11.82857143,15.94285714,10.62857143,21.6,18.08571429,13.91428571,10.31428571,3.342857143,5.971428571,68.37142857,1.616022099,62.16411429,62.0448
188,BIG EAST,Pittsburgh,2010,1,26,85.68,0.6256,36,1040,2173,225,639,482,713,533,899,585,633,436,139,246,2801,831,2040,229,695,429,608,391,708,630,460,461,115,193,2356,28.88888889,60.36111111,6.25,17.75,13.38888889,19.80555556,14.80555556,24.97222222,16.25,17.58333333,12.11111111,3.861111111,6.833333333,77.80555556,23.08333333,56.66666667,6.361111111,19.30555556,11.91666667,16.88888889,10.86111111,19.66666667,17.5,12.77777778,12.80555556,3.194444444,5.361111111,65.44444444,1.451834862,64.39133333,63.968
189,BIG EAST,Providence,2010,0,100,76.79,0.5166,31,913,2104,249,754,479,714,535,718,615,443,394,136,248,2554,920,1954,191,557,516,746,427,753,574,508,420,124,185,2547,29.4516129,67.87096774,8.032258065,24.32258065,15.4516129,23.03225806,17.25806452,23.16129032,19.83870968,14.29032258,12.70967742,4.387096774,8,82.38709677,29.67741935,63.03225806,6.161290323,17.96774194,16.64516129,24.06451613,13.77419355,24.29032258,18.51612903,16.38709677,13.5483871,4,5.967741935,82.16129032,1.124365482,71.2923871,71.2676129
190,BIG EAST,Rutgers,2010,0,140,73.88,0.5063,32,767,1810,211,635,415,623,381,765,517,438,466,227,186,2160,853,1990,193,574,396,588,473,768,556,434,390,102,259,2295,23.96875,56.5625,6.59375,19.84375,12.96875,19.46875,11.90625,23.90625,16.15625,13.6875,14.5625,7.09375,5.8125,67.5,26.65625,62.1875,6.03125,17.9375,12.375,18.375,14.78125,24,17.375,13.5625,12.1875,3.1875,8.09375,71.71875,0.939914163,65.72775,65.589
191,BIG EAST,Seton Hall,2010,0,64,80.67,0.5724,32,938,2107,209,627,478,702,456,784,602,487,341,168,236,2563,855,2011,195,603,509,716,468,809,584,406,444,147,167,2414,29.3125,65.84375,6.53125,19.59375,14.9375,21.9375,14.25,24.5,18.8125,15.21875,10.65625,5.25,7.375,80.09375,26.71875,62.84375,6.09375,18.84375,15.90625,22.375,14.625,25.28125,18.25,12.6875,13.875,4.59375,5.21875,75.4375,1.428152493,69.7635,69.813
